row_id,column,value
825,f_name,Irs'hak
2150,f_name,Akio
2652,f_name,Irs'hak
2923,f_name,Irs'hak
3338,f_name,Its'hak
3534,f_name,Irs'hak
3555,f_name,M'Lissa
3630,f_name,Irs'hak
5400,f_name,M'Lissa
9234,f_name,Irs'hak
9924,f_name,Irs'hak
10347,f_name,M'Lissa
11305,f_name,Akio
12145,f_name,Akio
14408,f_name,Irs'hak
15975,f_name,Its'hak
16157,f_name,Its'hak
16326,f_name,Irs'hak
17044,f_name,Irs'hak
17349,f_name,Its'hak
17904,f_name,M'Lissa
18162,f_name,Irs'hak
18270,f_name,Irs'hak
18960,f_name,Akio
20528,f_name,Its'hak
20701,f_name,Akio
22275,f_name,Irs'hak
22408,f_name,Irs'hak
24344,f_name,Irs'hak
24667,f_name,M'Lissa
24851,f_name,Irs'hak
25744,f_name,Its'hak
27758,f_name,Akio
28313,f_name,Irs'hak
28659,f_name,Irs'hak
28835,f_name,Irs'hak
30292,f_name,M'Lissa
30840,f_name,Its'hak
32191,f_name,Akio
32211,f_name,Irs'hak
33975,f_name,Irs'hak
37020,f_name,Akio
37519,f_name,Irs'hak
37659,f_name,Irs'hak
37901,f_name,Irs'hak
38751,f_name,M'Lissa
39091,f_name,M'Lissa
39373,f_name,M'Lissa
40160,f_name,Its'hak
40705,f_name,Irs'hak
41441,f_name,M'Lissa
41455,f_name,Irs'hak
42698,f_name,Irs'hak
42725,f_name,Irs'hak
43267,f_name,Irs'hak
45514,f_name,Akio
47281,f_name,Akio
47753,f_name,Akio
48753,f_name,Its'hak
48851,f_name,Akio
49517,f_name,Irs'hak
49858,f_name,Akio
51098,f_name,Akio
51125,f_name,Irs'hak
51575,f_name,Its'hak
52389,f_name,Irs'hak
52990,f_name,Irs'hak
53628,f_name,Irs'hak
54318,f_name,Its'hak
54365,f_name,M'Lissa
55360,f_name,Irs'hak
55433,f_name,Akio
55829,f_name,Akio
56362,f_name,Akio
56926,f_name,Irs'hak
57283,f_name,Its'hak
57352,f_name,Irs'hak
58070,f_name,Akio
58267,f_name,Akio
59565,f_name,Irs'hak
59999,f_name,Akio
60565,f_name,Irs'hak
60917,f_name,Irs'hak
61081,f_name,Akio
61309,f_name,Akio
62070,f_name,Irs'hak
62808,f_name,M'Lissa
63931,f_name,Irs'hak
64111,f_name,Irs'hak
64151,f_name,Irs'hak
66846,f_name,Irs'hak
66999,f_name,Akio
67651,f_name,Its'hak
68862,f_name,M'Lissa
69085,f_name,Irs'hak
69704,f_name,Irs'hak
69716,f_name,Irs'hak
69965,f_name,Irs'hak
69971,f_name,Irs'hak
70370,f_name,Akio
73134,f_name,Irs'hak
73949,f_name,Akio
73980,f_name,Its'hak
74905,f_name,Irs'hak
75026,f_name,Akio
75757,f_name,Irs'hak
76147,f_name,Irs'hak
76398,f_name,M'Lissa
77080,f_name,Irs'hak
77768,f_name,Irs'hak
79413,f_name,Irs'hak
79669,f_name,Irs'hak
80557,f_name,Irs'hak
80997,f_name,Irs'hak
81401,f_name,Irs'hak
81672,f_name,Irs'hak
81853,f_name,Irs'hak
82023,f_name,Akio
82203,f_name,Irs'hak
82242,f_name,Irs'hak
83346,f_name,Irs'hak
84079,f_name,Irs'hak
84550,f_name,Irs'hak
84970,f_name,Irs'hak
86327,f_name,M'Lissa
86819,f_name,Akio
87441,f_name,Irs'hak
88569,f_name,Akio
89468,f_name,Irs'hak
90036,f_name,Irs'hak
90328,f_name,Irs'hak
90726,f_name,Irs'hak
91199,f_name,Irs'hak
92142,f_name,Irs'hak
92373,f_name,Irs'hak
95915,f_name,Irs'hak
97379,f_name,M'Lissa
97837,f_name,Irs'hak
99001,f_name,Irs'hak
100844,f_name,Akio
101123,f_name,Irs'hak
102479,f_name,Akio
102532,f_name,M'Lissa
102860,f_name,Irs'hak
103762,f_name,Its'hak
105859,f_name,Irs'hak
107128,f_name,Akio
107573,f_name,Irs'hak
108740,f_name,Irs'hak
109661,f_name,Akio
109950,f_name,Its'hak
111276,f_name,Irs'hak
111332,f_name,Akio
111510,f_name,Irs'hak
111552,f_name,Irs'hak
112319,f_name,Akio
113735,f_name,Irs'hak
115072,f_name,Irs'hak
115121,f_name,Irs'hak
116462,f_name,Irs'hak
117252,f_name,Irs'hak
117775,f_name,Irs'hak
117973,f_name,Akio
117989,f_name,M'Lissa
117991,f_name,Its'hak
118900,f_name,Akio
120192,f_name,Irs'hak
121328,f_name,Irs'hak
121999,f_name,Its'hak
122458,f_name,Akio
122918,f_name,Irs'hak
124183,f_name,M'Lissa
124538,f_name,Irs'hak
125620,f_name,Akio
126672,f_name,Akio
127083,f_name,Irs'hak
127084,f_name,Akio
127316,f_name,Irs'hak
130136,f_name,Irs'hak
131180,f_name,Akio
131370,f_name,Irs'hak
131637,f_name,Irs'hak
133763,f_name,Irs'hak
136036,f_name,Irs'hak
136692,f_name,Its'hak
138902,f_name,Irs'hak
139419,f_name,M'Lissa
139906,f_name,Akio
140378,f_name,Akio
141322,f_name,Irs'hak
141629,f_name,Akio
142610,f_name,Irs'hak
143089,f_name,Irs'hak
143746,f_name,Irs'hak
144115,f_name,Irs'hak
145169,f_name,Its'hak
145366,f_name,M'Lissa
145544,f_name,Akio
147380,f_name,Irs'hak
147876,f_name,Irs'hak
148664,f_name,Akio
150312,f_name,Akio
150389,f_name,Akio
150557,f_name,Akio
151227,f_name,Its'hak
152062,f_name,M'Lissa
154796,f_name,M'Lissa
155049,f_name,Irs'hak
155825,f_name,Irs'hak
156219,f_name,Irs'hak
156255,f_name,Irs'hak
156586,f_name,Akio
157652,f_name,Irs'hak
157814,f_name,Irs'hak
158203,f_name,Irs'hak
158711,f_name,Irs'hak
158761,f_name,Irs'hak
159574,f_name,Irs'hak
159931,f_name,Irs'hak
160534,f_name,Irs'hak
160584,f_name,Irs'hak
160972,f_name,Akio
162430,f_name,Irs'hak
162621,f_name,Akio
162646,f_name,Irs'hak
162729,f_name,Akio
163765,f_name,Irs'hak
164255,f_name,Akio
164422,f_name,Irs'hak
165374,f_name,Akio
168092,f_name,Irs'hak
168191,f_name,Irs'hak
169828,f_name,Irs'hak
169932,f_name,Akio
170680,f_name,Irs'hak
171428,f_name,Irs'hak
171929,f_name,Akio
172684,f_name,Irs'hak
175068,f_name,Its'hak
177883,f_name,Akio
178092,f_name,Irs'hak
178426,f_name,Irs'hak
178936,f_name,Irs'hak
180005,f_name,Irs'hak
181242,f_name,Irs'hak
181720,f_name,Irs'hak
182948,f_name,Irs'hak
184996,f_name,Irs'hak
185127,f_name,Irs'hak
185686,f_name,Irs'hak
186275,f_name,Akio
188182,f_name,Irs'hak
188270,f_name,Irs'hak
188920,f_name,Its'hak
190868,f_name,Irs'hak
191866,f_name,Irs'hak
192033,f_name,Irs'hak
192276,f_name,Irs'hak
192901,f_name,Irs'hak
193871,f_name,Irs'hak
194382,f_name,Irs'hak
194465,f_name,Akio
194473,f_name,Irs'hak
195451,f_name,Irs'hak
195514,f_name,Irs'hak
196856,f_name,Irs'hak
197076,f_name,Irs'hak
197712,f_name,Irs'hak
198012,f_name,Its'hak
198884,f_name,Irs'hak
199403,f_name,Irs'hak
17614,marital_status,S
17657,marital_status,S
17727,marital_status,S
17730,marital_status,S
17835,marital_status,S
17853,marital_status,S
18096,marital_status,S
18171,marital_status,S
18490,marital_status,S
18544,marital_status,S
18600,marital_status,S
18741,marital_status,S
18764,marital_status,S
18807,marital_status,S
18827,marital_status,S
19005,marital_status,S
19112,marital_status,S
19194,marital_status,S
19250,marital_status,S
19333,marital_status,S
19398,marital_status,S
19448,marital_status,S
19518,marital_status,S
19519,marital_status,S
19694,marital_status,S
19761,marital_status,S
19800,marital_status,S
20093,marital_status,S
20191,marital_status,S
20220,marital_status,S
20550,marital_status,S
20663,marital_status,S
20740,marital_status,S
20793,marital_status,S
20858,marital_status,S
21252,marital_status,S
21412,marital_status,S
21480,marital_status,S
21986,marital_status,S
22022,marital_status,S
22073,marital_status,S
22277,marital_status,S
22466,marital_status,S
22532,marital_status,S
22545,marital_status,S
22557,marital_status,S
22607,marital_status,S
22750,marital_status,S
22822,marital_status,S
22862,marital_status,S
23421,marital_status,S
23489,marital_status,S
23691,marital_status,S
23706,marital_status,S
23733,marital_status,S
23785,marital_status,S
24169,marital_status,S
24265,marital_status,S
24317,marital_status,S
24467,marital_status,S
24557,marital_status,S
24614,marital_status,S
24934,marital_status,S
25158,marital_status,S
25164,marital_status,S
25290,marital_status,S
25292,marital_status,S
25346,marital_status,S
25353,marital_status,S
25383,marital_status,S
25492,marital_status,S
25648,marital_status,S
25733,marital_status,S
25799,marital_status,S
25885,marital_status,S
25978,marital_status,S
26249,marital_status,S
26446,marital_status,S
26498,marital_status,S
26578,marital_status,S
26631,marital_status,S
26714,marital_status,S
26791,marital_status,S
26917,marital_status,S
26919,marital_status,S
27080,marital_status,S
27101,marital_status,S
27732,marital_status,S
27827,marital_status,S
27888,marital_status,S
27944,marital_status,S
28020,marital_status,S
28057,marital_status,S
28102,marital_status,S
28258,marital_status,S
28350,marital_status,S
28471,marital_status,S
28507,marital_status,S
28594,marital_status,S
28769,marital_status,S
28787,marital_status,S
28799,marital_status,S
28808,marital_status,S
28825,marital_status,S
28941,marital_status,S
29436,marital_status,S
29632,marital_status,S
29843,marital_status,S
30006,marital_status,S
30141,marital_status,S
30191,marital_status,S
30251,marital_status,S
30546,marital_status,S
30578,marital_status,S
30618,marital_status,S
30708,marital_status,S
30837,marital_status,S
30995,marital_status,S
31045,marital_status,S
31269,marital_status,S
31326,marital_status,S
31636,marital_status,S
31638,marital_status,S
31767,marital_status,S
31923,marital_status,S
32037,marital_status,S
32040,marital_status,S
32085,marital_status,S
32185,marital_status,S
32234,marital_status,S
32244,marital_status,S
32485,marital_status,S
32508,marital_status,S
32604,marital_status,S
32721,marital_status,S
32757,marital_status,S
33317,marital_status,S
33569,marital_status,S
33629,marital_status,S
33682,marital_status,S
33749,marital_status,S
33751,marital_status,S
33893,marital_status,S
34017,marital_status,S
34089,marital_status,S
34115,marital_status,S
34156,marital_status,S
34346,marital_status,S
34355,marital_status,S
34357,marital_status,S
34372,marital_status,S
34398,marital_status,S
34423,marital_status,S
34635,marital_status,S
34675,marital_status,S
34774,marital_status,S
34909,marital_status,S
35121,marital_status,S
35184,marital_status,S
35344,marital_status,S
35603,marital_status,S
35621,marital_status,S
35699,marital_status,S
35939,marital_status,S
36128,marital_status,S
36142,marital_status,S
36155,marital_status,S
36159,marital_status,S
36189,marital_status,S
36221,marital_status,S
36310,marital_status,S
36448,marital_status,S
36594,marital_status,S
36621,marital_status,S
36681,marital_status,S
36754,marital_status,S
36787,marital_status,S
37016,marital_status,S
37566,marital_status,S
37645,marital_status,S
37782,marital_status,S
37812,marital_status,S
37911,marital_status,S
37942,marital_status,S
38063,marital_status,S
38387,marital_status,S
38604,marital_status,S
38612,marital_status,S
38967,marital_status,S
39011,marital_status,S
39028,marital_status,S
39029,marital_status,S
39033,marital_status,S
39167,marital_status,S
39173,marital_status,S
39180,marital_status,S
39182,marital_status,S
39254,marital_status,S
5034,has_child,Y
6618,has_child,Y
8410,has_child,Y
16520,has_child,Y
17853,has_child,Y
20663,has_child,Y
10,rate,5
13,rate,3
18,rate,5
48,rate,9
51,rate,6
55,rate,5
74,rate,3
101,rate,9
108,rate,3
158,rate,5
197,rate,1
216,rate,9
231,rate,2
257,rate,6
299,rate,5
315,rate,6
324,rate,6
338,rate,6
344,rate,6
347,rate,5
365,rate,3
382,rate,5
391,rate,6
395,rate,5
444,rate,6
448,rate,5
458,rate,6
484,rate,5
526,rate,3
567,rate,5
580,rate,5
594,rate,9
648,rate,5
665,rate,3
678,rate,9
679,rate,5
690,rate,5
691,rate,3
703,rate,5
706,rate,3
738,rate,5
749,rate,6
751,rate,6
764,rate,2
769,rate,5
810,rate,3
825,rate,5
838,rate,6
867,rate,5
884,rate,3
920,rate,6
969,rate,6
997,rate,9
1025,rate,3
1083,rate,5
1103,rate,3
1111,rate,5
1115,rate,3
1138,rate,9
1172,rate,3
1196,rate,6
1197,rate,6
1204,rate,6
1205,rate,6
1219,rate,6
1236,rate,3
1243,rate,6
1299,rate,3
1300,rate,5
1301,rate,6
1362,rate,5
1365,rate,5
1414,rate,9
1527,rate,9
1548,rate,3
1550,rate,6
1562,rate,3
1570,rate,2
1582,rate,6
1591,rate,3
1641,rate,3
1650,rate,9
1657,rate,3
1661,rate,5
1698,rate,6
1705,rate,5
1716,rate,6
1738,rate,9
1746,rate,6
1749,rate,5
1750,rate,3
1790,rate,6
1802,rate,9
1812,rate,6
1823,rate,6
1830,rate,5
1918,rate,6
1922,rate,5
1936,rate,5
1941,rate,3
1948,rate,3
1982,rate,5
1984,rate,5
1986,rate,5
1989,rate,3
2008,rate,5
2024,rate,9
2037,rate,5
2084,rate,6
2143,rate,2
2149,rate,9
2167,rate,6
2173,rate,5
2200,rate,5
2205,rate,5
2213,rate,6
2260,rate,9
2261,rate,9
2265,rate,3
2270,rate,6
2314,rate,3
2317,rate,5
2319,rate,6
2322,rate,5
2326,rate,6
2346,rate,5
2352,rate,6
2418,rate,6
2448,rate,6
2473,rate,6
2484,rate,6
2487,rate,5
2488,rate,5
2498,rate,3
2518,rate,6
2535,rate,6
2548,rate,9
2586,rate,9
2593,rate,6
2630,rate,6
2631,rate,5
2632,rate,5
2644,rate,6
2656,rate,6
2667,rate,6
2671,rate,5
2684,rate,6
2721,rate,3
2734,rate,5
2750,rate,9
2754,rate,9
2787,rate,6
2803,rate,9
2822,rate,5
2889,rate,3
2890,rate,5
2891,rate,5
2918,rate,3
2941,rate,6
2946,rate,9
2956,rate,5
2964,rate,6
3005,rate,9
3025,rate,9
3037,rate,6
3056,rate,9
3106,rate,5
3132,rate,5
3147,rate,6
3150,rate,9
3176,rate,3
3180,rate,6
3202,rate,6
3208,rate,5
3271,rate,5
3291,rate,3
3329,rate,3
3330,rate,9
3340,rate,6
3343,rate,9
3344,rate,5
3348,rate,5
3367,rate,3
3371,rate,5
3400,rate,5
3419,rate,6
3422,rate,5
3431,rate,3
3440,rate,3
3446,rate,6
3502,rate,5
3526,rate,9
3538,rate,3
3555,rate,5
3565,rate,9
3603,rate,3
3607,rate,6
3639,rate,5
3654,rate,9
3671,rate,2
3722,rate,6
3780,rate,5
3784,rate,2
3811,rate,6
3822,rate,5
3824,rate,3
3831,rate,6
3882,rate,6
3894,rate,5
3902,rate,5
3919,rate,3
3932,rate,3
3958,rate,5
3962,rate,6
3968,rate,6
4013,rate,6
4021,rate,6
4035,rate,5
4041,rate,6
4046,rate,5
4051,rate,9
4055,rate,6
4089,rate,6
4095,rate,6
4116,rate,5
4127,rate,3
4128,rate,3
4198,rate,5
4210,rate,5
4217,rate,3
4246,rate,6
4257,rate,3
4267,rate,6
4292,rate,5
4295,rate,6
4316,rate,5
4322,rate,6
4333,rate,6
4343,rate,5
4352,rate,9
4356,rate,3
4369,rate,6
4402,rate,6
4438,rate,3
4445,rate,6
4467,rate,9
4468,rate,5
4473,rate,6
4480,rate,2
4513,rate,3
4528,rate,9
4559,rate,9
4583,rate,5
4586,rate,5
4587,rate,6
4598,rate,6
4629,rate,9
4631,rate,3
4646,rate,5
4659,rate,6
4661,rate,3
4666,rate,3
4669,rate,6
4674,rate,6
4684,rate,5
4695,rate,5
4721,rate,5
4762,rate,5
4763,rate,6
4766,rate,5
4768,rate,3
4781,rate,6
4798,rate,9
4815,rate,3
4816,rate,6
4831,rate,5
4881,rate,5
4891,rate,5
4903,rate,5
4907,rate,9
4918,rate,3
4930,rate,6
4940,rate,5
4948,rate,9
4952,rate,5
4954,rate,5
4957,rate,5
4967,rate,9
4978,rate,9
4996,rate,6
4998,rate,9
4999,rate,5
5001,rate,5
5009,rate,5
5026,rate,5
5040,rate,5
5049,rate,6
5057,rate,6
5058,rate,3
5072,rate,6
5106,rate,3
5115,rate,3
5125,rate,5
5147,rate,5
5173,rate,3
5203,rate,9
5239,rate,6
5240,rate,9
5249,rate,5
5250,rate,3
5290,rate,2
5355,rate,3
5358,rate,6
5373,rate,5
5375,rate,5
5377,rate,3
5388,rate,5
5394,rate,6
5401,rate,2
5404,rate,5
5411,rate,2
5443,rate,5
5488,rate,6
5491,rate,6
5505,rate,3
5516,rate,3
5517,rate,1
5549,rate,5
5595,rate,6
5598,rate,6
5605,rate,6
5628,rate,6
5656,rate,3
5692,rate,9
5730,rate,6
5759,rate,5
5767,rate,5
5771,rate,5
5798,rate,5
5811,rate,5
5814,rate,9
5837,rate,5
5845,rate,3
5854,rate,3
5863,rate,9
5866,rate,5
5904,rate,5
5924,rate,6
5952,rate,5
5953,rate,6
5985,rate,5
6000,rate,6
6032,rate,3
6046,rate,6
6072,rate,6
6073,rate,5
6079,rate,3
6111,rate,5
6115,rate,2
6151,rate,5
6167,rate,3
6178,rate,6
6221,rate,9
6222,rate,5
6236,rate,5
6251,rate,3
6262,rate,9
6275,rate,3
6291,rate,5
6302,rate,9
6329,rate,5
6334,rate,5
6339,rate,6
6376,rate,5
6401,rate,5
6404,rate,9
6433,rate,6
6463,rate,6
6476,rate,6
6481,rate,6
6486,rate,3
6487,rate,6
6489,rate,9
6528,rate,1
6571,rate,6
6669,rate,9
6680,rate,3
6740,rate,6
6771,rate,9
6818,rate,6
6843,rate,6
6908,rate,9
6955,rate,5
6965,rate,5
6987,rate,3
6994,rate,9
7001,rate,6
7007,rate,6
7027,rate,3
7042,rate,6
7050,rate,3
7059,rate,6
7079,rate,5
7090,rate,9
7098,rate,5
7107,rate,9
7117,rate,3
7133,rate,6
7150,rate,3
7172,rate,5
7184,rate,6
7209,rate,3
7221,rate,1
7223,rate,6
7229,rate,3
7262,rate,6
7294,rate,6
7315,rate,3
7323,rate,5
7339,rate,3
7340,rate,3
7350,rate,5
7354,rate,5
7396,rate,5
7401,rate,6
7420,rate,6
7421,rate,5
7426,rate,3
7436,rate,5
7438,rate,5
7446,rate,6
7447,rate,6
7471,rate,6
7485,rate,5
7496,rate,6
7512,rate,3
7547,rate,6
7599,rate,5
7602,rate,5
7603,rate,3
7626,rate,9
7630,rate,3
7641,rate,9
7665,rate,9
7693,rate,6
7719,rate,6
7725,rate,6
7738,rate,6
7799,rate,1
7812,rate,5
7840,rate,9
7877,rate,5
7931,rate,5
8009,rate,3
8037,rate,3
8052,rate,9
8066,rate,5
8078,rate,3
8155,rate,3
8171,rate,3
8196,rate,3
8214,rate,3
8221,rate,5
